hour,minute,3std
2,43,0.7766398235476116
2,44,0.7347190126299271
2,45,0.8581810562431416
2,46,0.7539096347641397
2,47,0.8263268441223297
2,48,0.7885033318381469
2,49,0.7723493092033843
2,50,0.7693548697470018
2,51,0.675531309660353
2,52,0.7425555510709024
2,53,0.7956641107182207
2,54,0.8232392778418979
2,55,0.7336562171278088
2,56,0.7337077103102921
2,57,0.7871089142819985
2,58,0.7831382488074368
2,59,0.7825593688597223
3,0,0.8100557709919829
3,1,0.8361853950990076
3,2,0.8609098797609482
3,3,0.8420770751547475
3,4,0.7828303726426065
3,5,0.8099124898993888
3,6,0.8318290969364515
3,7,0.7552235027987895
3,8,0.7604213639543855
3,9,0.7752592327135663
3,10,0.7980760930597854
3,11,0.8136475064135144
3,12,0.775092526397362
3,13,0.7460733082941813
3,14,0.7314142797263715
3,15,0.7350549466323131
3,16,0.6909624382556698
3,17,0.7036264349091108
3,18,0.7501588351022841
3,19,0.7551724995747721
3,20,0.7881807721498847
3,21,0.8416527919509023
3,22,0.7986185950254872
3,23,0.8746990685762831
3,24,0.8450018725152726
3,25,0.8386009944874983
3,26,0.8062596577883416
3,27,0.759177624375527
3,28,0.7015970382305918
3,29,0.7637220932460225
3,30,0.8132286377137614
3,31,0.834891448083959
3,32,0.822261492563006
3,33,0.8355792243554769
3,34,0.8110319507365961
3,35,0.814024574909436
3,36,0.7613813929110494
3,37,0.724074075374309
3,38,0.7982926970833324
3,39,0.8301377313042524
3,40,0.8623709583477388
3,41,0.7616373418842811
3,42,0.793962711157955
3,43,0.7394019946594769
3,44,0.7958480294141315
3,45,0.8054607688992742
3,46,0.8215108253544601
3,47,0.8382871195109146
3,48,0.7883022921034433
3,49,0.726046573068062
3,50,0.7062610591383941
3,51,0.768320613257798
3,52,0.7751369850455083
3,53,0.8185270018936632
3,54,0.8091030565703718
3,55,0.7587415266777819
3,56,0.7236676803454226
3,57,0.7780447468247661
3,58,0.8253717792845362
3,59,0.7371730571929401
4,0,0.8741367892397471
4,1,0.8039067858731976
4,2,0.8391175748375264
4,3,0.8037837099834315
4,4,0.8152674297486537
4,5,0.7748076124223391
4,6,0.7254712376753125
4,7,0.8038965111026761
4,8,0.8131853921234975
4,9,0.771833169592409
4,10,0.7795566526112749
4,11,0.7861899118134033
4,12,0.7972078097798072
4,13,0.7052910963045229
4,14,0.7027087760718955
4,15,0.6894554103442359
4,16,0.8075774174792147
4,17,0.8470627343311177
4,18,0.800142135506889
4,19,0.7505495391104994
4,20,0.74504263750165
4,21,0.8357734537232588
4,22,0.8280207071408301
4,23,0.736904375026925
4,24,0.8431304002800184
4,25,0.8413321227916133
4,26,0.8030320578738477
4,27,0.8330413937623375
4,28,0.8294250225757414
4,29,0.8330596295749989
4,30,0.7344806194986901
4,31,0.801980102591565
4,32,0.7387934790855712
4,33,0.7308889456442358
4,34,0.7040638249255605
4,35,0.7720616118779734
4,36,0.721561600156146
4,37,0.7267665238225928
4,38,0.7968279325715456
4,39,0.8102084428680598
4,40,0.7402541379075883
4,41,0.70371027833077
4,42,0.7848339090164771
4,43,0.7511137752475043
4,44,0.6845479121111128
4,45,0.71751749059066
4,46,0.7134524165497298
4,47,0.7098241261870766
4,48,0.749195771772621
4,49,0.745541050941724
4,50,0.688771812885488
4,51,0.6213612957462807
4,52,0.7523203695013856
4,53,0.7732045031839376
4,54,0.7795889781147565
4,55,0.7862121301727054
4,56,0.7704460820598211
4,57,0.7549521648069462
4,58,0.7493370705573676
4,59,0.7570030671817058
5,0,0.7552267439798761
5,1,0.7430361321913268
5,2,0.7297229723385914
5,3,0.7591961893471086
5,4,0.7525836206102002
5,5,0.7764052121912093
5,6,0.7698843228332833
5,7,0.8032248584578593
5,8,0.7868317825972047
5,9,0.7309144190239075
5,10,0.7439471139055491
5,11,0.7735481976118919
5,12,0.7973558451488556
5,13,0.8066244014665915
5,14,0.7334533513907443
5,15,0.7671370342966841
5,16,0.7851235345514438
5,17,0.7242274208336243
5,18,0.7022623044810637
5,19,0.8174487654436167
5,20,0.7659224736151754
5,21,0.7945841411833152
5,22,0.7339800491353319
5,23,0.8050227102532329
5,24,0.8393818989746802
5,25,0.7516872197174169
5,26,0.802193464749098
5,27,0.8546764732782257
5,28,0.8716552706305793
5,29,0.7493917091098804
5,30,0.7173842853645993
5,31,0.7041076516849101
5,32,0.6157706757089769
5,33,0.684789112021547
5,34,0.7556705070956196
5,35,0.8287479079906068
5,36,0.8174263117091356
5,37,0.8290480186204003
5,38,0.7940035007596831
5,39,0.8060817053749972
5,40,0.8340870379485021
5,41,0.7687238372435701
5,42,0.7271935100619715
5,43,0.7697159796579216
5,44,0.7979334950035386
5,45,0.7322436788609037
5,46,0.7840927170949029
5,47,0.7709627590713366
5,48,0.7332249212828197
5,49,0.7485219805854537
5,50,0.7630123618801905
5,51,0.7019883081680256
5,52,0.7299957690099154
5,53,0.7248452762791642
5,54,0.6987910549702151
5,55,0.7177290831560523
5,56,0.7788333113147199
5,57,0.7777390992897553
5,58,0.7657752328986255
5,59,0.785316771746863
6,0,0.7533385238709955
6,1,0.7794622280510646
6,2,0.7981935436524275
6,3,0.8027006179706553
6,4,0.711481169409211
6,5,0.6708405303746033
6,6,0.7586200105683703
6,7,0.797845756116616
6,8,0.7192858515659736
6,9,0.6725569700262889
6,10,0.784549010072401
6,11,0.7932434091333755
6,12,0.817839391824972
6,13,0.7257672214113858
6,14,0.6898139691157178
6,15,0.7756522116272322
6,16,0.7198820278283748
6,17,0.7354076588228621
6,18,0.7804594865655031
6,19,0.7198680075021757
6,20,0.7047970769891261
6,21,0.7359791643291416
6,22,0.7677650939123302
6,23,0.8345730129451117
6,24,0.7473083946454895
6,25,0.7790907786745975
6,26,0.7101048608703331
6,27,0.7382127870906816
6,28,0.7294779329084665
6,29,0.7878619098914952
6,30,0.7980689879604134
6,31,0.7168999597855292
6,32,0.7145147357607539
6,33,0.6904141315334905
6,34,0.6644575756197303
6,35,0.701597730537824
6,36,0.7184127326301282
6,37,0.732707216839222
6,38,0.7660912380015761
6,39,0.7722070041110064
6,40,0.8153583822455671
6,41,0.7659627599544985
6,42,0.7841298089232877
6,43,0.7038467826504617
6,44,0.7876676823250288
6,45,0.7501648867287136
6,46,0.7371603793089749
6,47,0.7473934440107618
6,48,0.8139826834813249
6,49,0.7380524132780328
6,50,0.7048547400991682
6,51,0.6762678884615724
6,52,0.7001196592791268
6,53,0.7965125412390042
6,54,0.8260558609934163
6,55,0.7240315670487245
6,56,0.700197300832134
6,57,0.7234572623708675
6,58,0.735731478680032
6,59,0.6969407042311337
7,0,0.7685036457820666
7,1,0.8004508723723027
7,2,0.7308968479377841
7,3,0.7147157222165108
7,4,0.6278248004297218
7,5,0.6216605187726123
7,6,0.6502921320800825
7,7,0.6580906372274351
7,8,0.6410458093942383
7,9,0.6670839465001499
7,10,0.7203376801979506
7,11,0.7262298758014252
7,12,0.7347774177857982
7,13,0.7682806765018688
7,14,0.6797400390634896
7,15,0.786276864009828
7,16,0.6947823633269341
7,17,0.7579008314204946
7,18,0.8162986287420217
7,19,0.8099607103984439
7,20,0.7788436605726727
7,21,0.7617992092160004
7,22,0.7313210032378755
7,23,0.6571334192227496
7,24,0.6980501706611908
7,25,0.7121488883038689
7,26,0.791557003413354
7,27,0.7333171321214443
7,28,0.7722546365655357
7,29,0.880202337865386
7,30,0.854770579035816
7,31,0.8432158419374229
7,32,0.7718584667490168
7,33,0.6943982337592536
7,34,0.7238756385227242
7,35,0.8109147031495016
7,36,0.820008880009383
7,37,0.8517547800573733
7,38,0.7857061820939646
7,39,0.7854013672397852
7,40,0.7428929119199515
7,41,0.7801172415695179
7,42,0.7705536084863753
7,43,0.6737554280962743
7,44,0.7563665363042585
7,45,0.786459382602767
7,46,0.8030211234665225
7,47,0.7513408678454059
7,48,0.8140814569826493
7,49,0.7738126604362238
7,50,0.8079697594566604
7,51,0.6572117333901478
7,52,0.7315494877596909
7,53,0.7810235772275935
7,54,0.7790876883111049
7,55,0.8474394357008839
7,56,0.9324777312800696
7,57,0.9316616000547302
7,58,0.8855770032171522
7,59,0.9445658540814044
8,0,0.905104019514706
8,1,0.8569551230789771
8,2,0.820722915738911
8,3,0.7593245046488407
8,4,0.7557834915797934
8,5,0.8238231126393623
8,6,0.8109459003481365
8,7,0.8648655140479397
8,8,0.8910326827791033
8,9,0.9306705587357647
8,10,0.9751320068421736
8,11,0.8848751236983279
8,12,0.7495987176211175
8,13,0.7959934967713936
8,14,0.7843123011265143
8,15,0.8622966334578741
8,16,0.7979008196788098
8,17,0.7725946912477027
8,18,0.7895568947976623
8,19,0.7561637479883621
8,20,0.8173527417415458
8,21,0.8405835730050819
8,22,0.8664647314022857
8,23,0.8929464174701748
8,24,0.8190911570145868
8,25,0.80140162806779
8,26,0.8415483393790104
8,27,0.8408877154200265
8,28,0.9088687646142952
8,29,0.799632881412911
8,30,0.8174146715092749
8,31,0.848784091019736
8,32,0.8448394243906905
8,33,0.829385689005975
8,34,0.7517546563911971
8,35,0.7576411378505223
8,36,0.7440937105913579
8,37,0.8253551649944566
8,38,0.7813919461532527
8,39,0.7924912606360526
8,40,0.8137033512798051
8,41,0.830993827809971
8,42,0.8366579324432248
8,43,0.8281784274845516
8,44,0.8031182861838222
8,45,0.8264673675976941
8,46,0.8080963636791327
8,47,0.8248955831281375
8,48,0.8414711199253185
8,49,0.7698695494473181
8,50,0.7108349857801628
8,51,0.8382528823630142
8,52,0.7714159215000116
8,53,0.8498213390232804
8,54,0.7711540250264779
8,55,0.8151302517887699
8,56,0.7917560404152204
8,57,0.7815553879150674
8,58,0.8008833262782973
8,59,0.8518899840740238
9,0,0.9152213193534844
9,1,0.9188026868203598
9,2,0.8440472417325059
9,3,0.8484746268431959
9,4,0.8632785747606928
9,5,0.8340413482871258
9,6,0.959093302466067
9,7,0.9528674277619152
9,8,0.982710023850119
9,9,0.9681257209141088
9,10,0.8353132785540023
9,11,0.8127155805888293
9,12,0.7749140715715302
9,13,0.8214896870621653
9,14,0.7598142813522739
9,15,0.754234392754531
9,16,0.8148557272388659
9,17,0.8397138106089206
9,18,0.7694542477165677
9,19,0.7935395961394998
9,20,0.7950798905787437
9,21,0.7756553876375967
9,22,0.8566287461438167
9,23,0.9083581669381213
9,24,0.8387360801749206
9,25,0.836504925473931
9,26,0.865795338886214
9,27,0.8979895235067598
9,28,0.8831977038530654
9,29,0.885959827338243
9,30,0.811862217390253
9,31,0.7891841520396852
9,32,0.7300263905829383
9,33,0.8469720512738994
9,34,0.8536870003666104
9,35,0.8806651811449597
9,36,0.9302903695509837
9,37,0.9402428213524326
9,38,0.9303860247254918
9,39,0.8582179341995845
9,40,0.8022085826685756
9,41,0.7603724052658934
9,42,0.8023877507108962
9,43,0.7738638782067209
9,44,0.809277768534893
9,45,0.7582561703604024
9,46,0.81536883761083
9,47,0.8698700321962206
9,48,0.8777745852551786
9,49,0.9321162382906507
9,50,0.9615471175947021
9,51,0.8781907245570795
9,52,0.8327943236996554
9,53,0.8252678311938124
9,54,0.9289306259590309
9,55,0.9704370594749119
9,56,0.9389091351775523
9,57,0.8642057310770905
9,58,0.8718405635976884
9,59,0.8393336427070408
10,0,0.925003613333296
10,1,0.9919586034080663
10,2,0.9103210934741417
10,3,0.9035334867254057
10,4,0.9580358674808029
10,5,0.8486758530103197
10,6,0.907660279640644
10,7,0.9991011123501201
10,8,0.9725166688861911
10,9,0.975819333668192
10,10,0.9811599048120812
10,11,0.9459647633400725
10,12,0.8884299634709202
10,13,0.8900061853296066
10,14,0.9561427228740063
10,15,0.9495341941203752
10,16,0.9758300565169207
10,17,1.00384696693
10,18,0.8909135145924739
10,19,0.8685856495911803
10,20,0.9229018613516564
10,21,0.8903004368044876
10,22,0.9677318889148311
10,23,1.0319047690312142
10,24,0.938289095125914
10,25,0.9669732038996218
10,26,0.9718771180000451
10,27,1.020534955067572
10,28,0.9672103430521828
10,29,0.960259169168802
10,30,0.987580494273951
10,31,1.0366152842419563
10,32,1.0138718658032313
10,33,1.0109636936127167
10,34,1.0416933759575508
10,35,1.0099357581913595
10,36,1.0070322635760967
10,37,0.9936800907366435
10,38,1.0286170485545876
10,39,1.0398020684977312
10,40,1.0532097232468796
10,41,1.0846933660793114
10,42,1.1008000692464917
10,43,1.055247314135583
10,44,1.0186839677007886
10,45,1.0914808338659459
10,46,1.0768901518124452
10,47,0.9963043746975289
10,48,1.0039676375074407
10,49,0.9638066385592817
10,50,0.9849612866164028
10,51,1.032685839503961
10,52,1.0159493320151702
10,53,1.0352029899014505
10,54,1.0179027883429566
10,55,1.0439402767914792
10,56,1.1023923859202296
10,57,1.0918505753484853
10,58,1.0589721310198352
10,59,1.0244315308732812
11,0,1.0501724237069252
11,1,1.0892402645918633
11,2,1.128821119067779
11,3,1.0951740251224042
11,4,1.148917085012498
11,5,1.0872365786132314
11,6,0.9714745936374167
11,7,0.9733778138128781
11,8,1.063567589798945
11,9,0.9984730772987147
11,10,0.9852806731398621
11,11,1.0111286442405658
11,12,1.0328491649918041
11,13,1.0124496617756407
11,14,1.0660713348992559
11,15,1.028139722302385
11,16,0.9156616284747119
11,17,0.961437864569882
11,18,1.0095638732271353
11,19,1.0031130930256489
11,20,0.9997950377291001
11,21,1.0112465518786995
11,22,1.0018762963150833
11,23,1.024063589548589
11,24,1.0399180914680786
11,25,1.0286306646411114
11,26,1.0052565553318846
11,27,1.0009501372961105
11,28,1.11527393396128
11,29,1.0377379106377544
11,30,1.0742728407513942
11,31,1.0405067961616692
11,32,1.004580075454769
11,33,0.9405332166121481
11,34,0.9945307827237568
11,35,1.0220305331603408
11,36,1.014074761310872
11,37,0.982359087623211
11,38,1.0167570649303288
11,39,1.0113240433740796
11,40,0.9798809924932971
11,41,0.9849341465859283
11,42,1.0079912068710697
11,43,0.9722373603494573
11,44,0.9458944648602983
11,45,1.0327705871742434
11,46,1.0915027051507662
11,47,1.0954842519135906
11,48,1.0643231892341873
11,49,1.0395673289108258
11,50,1.0549413683717428
11,51,0.9754355216605435
11,52,1.0085168489770509
11,53,1.0174513499711966
11,54,0.9476077842016608
11,55,1.06255302850644
11,56,1.1017127966922196
11,57,0.9806357445369009
11,58,0.9889337458204397
11,59,0.9271897027453986
12,0,0.9026890351710481
12,1,0.9728032735772518
12,2,1.040017197924247
12,3,1.0049911326886243
12,4,0.9563537940919145
12,5,0.8969020790713971
12,6,0.9599842491311581
12,7,0.9959560780688237
12,8,0.9826191185178432
12,9,0.97062809788515
12,10,1.0539482709171328
12,11,0.9704310056840804
12,12,0.9685793584645008
12,13,0.9604827672433784
12,14,0.9698477108437129
12,15,0.9675852239443636
12,16,0.9635357060369854
12,17,0.9702795506856818
12,18,1.0086853513080818
12,19,1.00169060266054
12,20,0.9789750004376105
12,21,1.0030659861981355
12,22,0.9562888027245031
12,23,0.9581710437920228
12,24,1.0119764876475497
12,25,0.9881327267635592
12,26,0.9783563040485227
12,27,0.9032311321944986
12,28,1.0146168998688196
12,29,0.9318706848324798
12,30,0.9533489194777789
12,31,1.0168886463471658
12,32,1.0409121813121192
12,33,0.9771047890121267
12,34,0.9836985342742697
12,35,0.9736679980814444
12,36,0.9807540078652801
12,37,0.9116769878314128
12,38,1.0542892512877473
12,39,1.0431743621783234
12,40,0.9396636595014376
12,41,0.9542912034077116
12,42,0.9269298846786704
12,43,0.9275457441707174
12,44,0.9988057686163622
12,45,0.9965063648055292
12,46,0.9702753487375433
12,47,0.9242703299005373
12,48,0.9238110894858476
12,49,0.9323045536241596
12,50,0.9511720152858674
12,51,0.9895654744866893
12,52,0.9990892881458391
12,53,0.9651081112621269
12,54,0.9419145827625717
12,55,0.9307877784921095
12,56,0.9642828922252851
12,57,0.9655181268901548
12,58,0.9491787413137052
12,59,0.9066805532288469
13,0,0.9494618846141212
13,1,0.9270071179213651
13,2,0.9487415785918333
13,3,0.9614123801900138
13,4,0.8843881238036597
13,5,0.9559557715205573
13,6,0.8937554948557885
13,7,0.882170724396936
13,8,0.9185530789024894
13,9,0.8293558104436682
13,10,0.9053741814300644
13,11,0.9726803776551427
13,12,0.8909691504668793
13,13,0.8077187445635947
13,14,0.8866284816917324
13,15,0.8964360879673492
13,16,0.917335524479171
13,17,0.8841179885816972
13,18,0.8178255935297336
13,19,0.788229688316858
13,20,0.72781851056427
13,21,0.7953710563858185
13,22,0.7956387732232301
13,23,0.8234440392509081
13,24,0.8127651865796649
13,25,0.7697460021712075
13,26,0.7405100162941533
13,27,0.7760425259781064
13,28,0.8068460153477357
13,29,0.7506179444364929
13,30,0.7982385643625443
13,31,0.8046899396099156
13,32,0.738738918161615
13,33,0.7260932890671088
13,34,0.7190938536429348
13,35,0.7326372361187641
13,36,0.7508526559925517
13,37,0.7127039169309515
13,38,0.7329490763534114
13,39,0.7853902456245718
13,40,0.7446886904097294
13,41,0.7108411502703911
13,42,0.6647784989349454
13,43,0.7535489421894701
13,44,0.6937446086773269
13,45,0.6880466292506308
13,46,0.765578933986174
13,47,0.7063299453527224
13,48,0.6594565247544099
13,49,0.7078136139683772
13,50,0.7570804882951931
13,51,0.7816821793992175
13,52,0.6719829141362306
13,53,0.6733698875098554
13,54,0.7479642665196827
13,55,0.7303849386625209
13,56,0.6734495040700418
13,57,0.6884753152281029
13,58,0.6218402927930137
13,59,0.6106685300482392
14,0,0.6664358640532762
14,1,0.6696640083864034
14,2,0.6065569028190995
14,3,0.6223450590135522
14,4,0.6182803096169176
14,5,0.6309507797374658
14,6,0.6998070604183925
14,7,0.7660869689684762
14,8,0.6810366129615868
14,9,0.6874174780376208
14,10,0.6283220858476307
14,11,0.7217651779647023
14,12,0.6421488001660025
14,13,0.6273497428068484
14,14,0.6894083373879005
14,15,0.5617328735246876
14,16,0.5312459228303821
14,17,0.6704511372094135
14,18,0.5652830341487107
14,19,0.6360093496443329
14,20,0.6061510945987817
14,21,0.5926404410318098
14,22,0.5456955574908144
14,23,0.5364484865055673
14,24,0.5906054979262925
14,25,0.6200828580131865
14,26,0.6257280068309985
14,27,0.5563992993204716
14,28,0.5756037945698844
14,29,0.5739359201490165
14,30,0.6283335286840281
14,31,0.6492342288015114
14,32,0.5902794393602784
14,33,0.6155632813260161
14,34,0.6730045272006395
14,35,0.6461450396781805
14,36,0.6346427030928133
14,37,0.5416295183733051
14,38,0.5179716174170558
14,39,0.5617899505383463
14,40,0.590431487352095
14,41,0.6452955617232475
14,42,0.6924985492545012
14,43,0.6164928132332099
14,44,0.599981722831695
14,45,0.6357943564530958
14,46,0.6298936192192091
14,47,0.6635970166078125
14,48,0.6801068229586618
14,49,0.6615111265625999
14,50,0.58191755335874
14,51,0.6385521322048777
14,52,0.6317895535825354
14,53,0.5966093420806324
14,54,0.6114514498694499
14,55,0.613997803203596
14,56,0.6598069203346006
14,57,0.7013511036499908
14,58,0.6218698437521417
14,59,0.6220646756634505
15,0,0.6793641751378193
15,1,0.6600374451983784
15,2,0.670716956659296
15,3,0.6591739283196335
15,4,0.7049688858112274
15,5,0.7410342990163379
15,6,0.725859639751713
15,7,0.7385869728001639
15,8,0.6662506912564363
15,9,0.6790666864119801
15,10,0.7645749945045694
15,11,0.7373778636076787
15,12,0.7659021030360791
15,13,0.735316151369015
15,14,0.7831612597406162
15,15,0.7979173717339167
15,16,0.8360202198916404
15,17,0.8928044356844607
15,18,0.8439771554647593
15,19,0.8230212049191072
15,20,0.8402049480037478
15,21,0.8819306163676522
15,22,0.8469601758919831
15,23,0.8508528847898233
15,24,0.8629660443988274
15,25,0.8238734578176155
15,26,0.8721407405781699
15,27,0.8433144457881544
15,28,0.8394170075910927
15,29,0.8324054218290038
15,30,0.8742811691157241
15,31,0.9084571213526322
15,32,0.8853256591693993
15,33,0.8394407277629554
15,34,0.8771505084480857
15,35,0.8407266658895208
15,36,0.8258939214762702
15,37,0.8629538532830722
15,38,0.8537796005643576
15,39,0.8597750929872425
15,40,0.8484099987694633
15,41,0.9372811017945608
15,42,0.8803468274649436
15,43,0.8615877308166457
15,44,0.8957654426996595
15,45,0.9308899988834112
15,46,0.9094866822371963
15,47,0.8627068119741279
15,48,0.8502800276368749
15,49,0.8561948664286589
15,50,0.8948886448132067
15,51,0.8827980524998991
15,52,0.9139830889745164
15,53,0.8649268272778892
15,54,0.9059908244294428
15,55,0.8828910408208578
15,56,0.9093342374403051
15,57,0.9177718489819946
15,58,0.8997691387028004
15,59,0.8905407482101626
16,0,0.8659401747282877
16,1,0.8565614389258541
16,2,0.8814982553638522
16,3,0.8576204787387531
16,4,0.8676575126309722
16,5,0.8773256997857113
16,6,0.8855415831166308
16,7,0.8908842352956329
16,8,0.8814448395301214
16,9,0.8576187332163208
16,10,0.8619838983975185
16,11,0.8916329880456679
16,12,0.8447260511307205
16,13,0.8459887414382485
16,14,0.8644099060447495
16,15,0.8291301657317398
16,16,0.8730000382255302
16,17,0.8445030603220676
16,18,0.8839430913950188
16,19,0.8242096692953165
16,20,0.8438102710873893
16,21,0.8364199594103616
16,22,0.8660344675803584
16,23,0.8919996070719138
16,24,0.8633050942828561
16,25,0.819531127587948
16,26,0.8602380895879819
16,27,0.883137882027694
16,28,0.890248167082125
16,29,0.8539268244925267
16,30,0.836198360262361
16,31,0.8283392209088958
16,32,0.8427971389684155
16,33,0.7782913080519414
16,34,0.7879686550514394
16,35,0.78691640573927
16,36,0.7436845332743014
16,37,0.7565028255083515
16,38,0.7549426015526615
16,39,0.7426323200343499
16,40,0.716888979233155
16,41,0.7083710522448079
16,42,0.690412309349248
16,43,0.7000738221462863
16,44,0.6969055515589999
16,45,0.6965303130456728
16,46,0.7478050383744513
16,47,0.7333962856310878
16,48,0.7733631224513553
16,49,0.7654083040682316
16,50,0.7796325314946775
16,51,0.7805354171515355
16,52,0.7846936465639385
16,53,0.7543959990557496
16,54,0.7751051857701472
16,55,0.7758901458278631
16,56,0.811140315067423
16,57,0.7993776207195482
16,58,0.7611070341476063
16,59,0.8153562088425854
17,0,0.8053623463375923
17,1,0.7700299235993346
17,2,0.7343861525751002
17,3,0.7202744349016912
17,4,0.7379664447765371
17,5,0.7564170045057071
17,6,0.755397490762761
17,7,0.7118978364936438
17,8,0.7345625918203975
17,9,0.761669870097814
17,10,0.7357585835292176
17,11,0.7147028154732107
17,12,0.7046247749854208
17,13,0.7270015588814722
17,14,0.7403093635651977
17,15,0.7123230971628493
17,16,0.7144949981971276
17,17,0.6961990368603497
17,18,0.7168321684221926
17,19,0.6923718391755449
17,20,0.6928538887636413
17,21,0.6764957727388319
17,22,0.63593551263678
17,23,0.6574301745027678
17,24,0.7126345127062677
17,25,0.6616256779290965
17,26,0.6495149546679686
17,27,0.7232752278496691
17,28,0.7039053040123353
17,29,0.7110894459651939
17,30,0.6932762682422904
17,31,0.6782958094689743
17,32,0.6392553318977501
17,33,0.6542885973212658
17,34,0.6920505458828775
17,35,0.6906402286554185
17,36,0.6509501213195467
17,37,0.6607573087421488
17,38,0.5715882949871471
17,39,0.5649793662916156
17,40,0.608183707870283
17,41,0.6162424884587179
17,42,0.6105002736888954
17,43,0.6098619117750506
17,44,0.5194509039068802
17,45,0.46894700787945387
17,46,0.5065417884489334
17,47,0.4794876073174432
17,48,0.4784678959868732
17,49,0.5044270747988241
17,50,0.4637654469492185
17,51,0.3872030157510048
17,52,0.4043022791892118
17,53,0.3761277451648095
17,54,0.42287186916668107
17,55,0.4412344025848278
17,56,0.386022526548764
17,57,0.31525475374144873
17,58,0.31688667377082635
17,59,0.306023184064031
18,0,0.28644652182817165
18,1,0.3024785091515831
18,2,0.22250261216006217
18,3,0.24857677348800905
